,Date,Team,Homeoraway,TeamWinPred,TeamScorePred,TeamOdds,TeamScore,Opponent,OpponentWinPred,OpponentScorePred,OpponentOdds,OpponentScore,GameTotal,Result,BetWinResult,Favourite,ScoredfromPred,ReceivedfromPred
1264,2021.03.22,Milwaukee Bucks,Home,71%,120,1.37,140,Indiana Pacers,29%,112,3.25,113,253,Win,0.37,Favourite,20,1
1265,2021.03.22,Minnesota Timberwolves,Home,48%,110,1.5,103,Oklahoma City Thunder,52%,111,2.7,112,215,Lose,-1,Favourite,-7,1
1266,2021.03.22,Cleveland Cavaliers,Home,44%,112,2.52,105,Sacramento Kings,56%,115,1.56,119,224,Lose,-1,NotFav,-7,4
1267,2021.03.22,Houston Rockets,Home,32%,107,4.02,117,Toronto Raptors,68%,114,1.27,99,216,Win,3.02,NotFav,10,-15
1268,2021.03.22,Chicago Bulls,Home,32%,112,4.62,95,Utah Jazz,68%,119,1.22,120,215,Lose,-1,NotFav,-17,1
1269,2021.03.23,Brooklyn Nets,Away,57%,122,2.18,116,Portland Trail Blazers,43%,118,1.73,112,228,Win,1.18,NotFav,-6,-6
1270,2021.03.23,Denver Nuggets,Away,78%,114,1.31,110,Orlando Magic,22%,104,3.61,99,209,Win,0.31,Favourite,-4,-5
1271,2021.03.23,Los Angeles Lakers,Away,61%,114,2.89,111,New Orleans Pelicans,39%,109,1.44,128,239,Lose,-1,NotFav,-3,19
1272,2021.03.23,Philadelphia 76ers,Away,58%,115,1.57,108,Golden State Warriors,42%,111,2.5,98,206,Win,0.57,Favourite,-7,-13
1273,2021.03.23,Phoenix Suns,Away,58%,108,1.79,110,Miami Heat,42%,104,2.09,100,210,Win,0.79,Favourite,2,-4
1274,2021.03.23,Washington Wizards,Away,36%,107,2.25,113,New York Knicks,64%,112,1.69,131,244,Lose,-1,NotFav,6,19
1275,2021.03.23,Portland Trail Blazers,Home,43%,118,1.73,112,Brooklyn Nets,57%,122,2.18,116,228,Lose,-1,Favourite,-6,-6
1276,2021.03.23,Orlando Magic,Home,22%,104,3.61,99,Denver Nuggets,78%,114,1.31,110,209,Lose,-1,NotFav,-5,-4
1277,2021.03.23,New Orleans Pelicans,Home,39%,109,1.44,128,Los Angeles Lakers,61%,114,2.89,111,239,Win,0.44,Favourite,19,-3
1278,2021.03.23,Golden State Warriors,Home,42%,111,2.5,98,Philadelphia 76ers,58%,115,1.57,108,206,Lose,-1,NotFav,-13,-7
1279,2021.03.23,Miami Heat,Home,42%,104,2.09,100,Phoenix Suns,58%,108,1.79,110,210,Lose,-1,NotFav,-4,2
1280,2021.03.23,New York Knicks,Home,64%,112,1.69,131,Washington Wizards,36%,107,2.25,113,244,Win,0.69,Favourite,19,6
1281,2021.03.24,Atlanta Hawks,Away,59%,120,1.68,108,Sacramento Kings,41%,116,2.27,110,218,Lose,-1,Favourite,-12,-6
1282,2021.03.24,Boston Celtics,Away,33%,112,3.23,119,Milwaukee Bucks,67%,119,1.38,121,240,Lose,-1,NotFav,7,2
1283,2021.03.24,Brooklyn Nets,Away,35%,116,7.78,88,Utah Jazz,65%,122,1.1,118,206,Lose,-1,NotFav,-28,-4
1284,2021.03.24,Charlotte Hornets,Away,61%,112,1.58,122,Houston Rockets,39%,107,2.47,97,219,Win,0.58,Favourite,10,-10
1285,2021.03.24,Cleveland Cavaliers,Away,25%,106,3.44,103,Chicago Bulls,75%,115,1.34,94,197,Win,2.44,NotFav,-3,-21
1286,2021.03.24,Dallas Mavericks,Away,65%,116,1.28,128,Minnesota Timberwolves,35%,110,3.85,108,236,Win,0.28,Favourite,12,-2
1287,2021.03.24,Denver Nuggets,Away,59%,115,1.81,111,Toronto Raptors,41%,111,2.05,135,246,Lose,-1,Favourite,-4,24
1288,2021.03.24,Detroit Pistons,Away,39%,108,3.58,111,Indiana Pacers,61%,112,1.32,116,227,Lose,-1,NotFav,3,4
1289,2021.03.24,Los Angeles Clippers,Away,64%,113,1.42,134,San Antonio Spurs,36%,107,3,101,235,Win,0.42,Favourite,21,-6
1290,2021.03.24,Memphis Grizzlies,Away,61%,111,1.36,116,Oklahoma City Thunder,39%,106,3.28,107,223,Win,0.36,Favourite,5,1
1291,2021.03.24,Phoenix Suns,Away,78%,112,1.21,111,Orlando Magic,22%,102,4.67,112,223,Lose,-1,Favourite,-1,10
1292,2021.03.24,Sacramento Kings,Home,41%,116,2.27,110,Atlanta Hawks,59%,120,1.68,108,218,Win,1.27,NotFav,-6,-12
1293,2021.03.24,Milwaukee Bucks,Home,67%,119,1.38,121,Boston Celtics,33%,112,3.23,119,240,Win,0.38,Favourite,2,7
1294,2021.03.24,Utah Jazz,Home,65%,122,1.1,118,Brooklyn Nets,35%,116,7.78,88,206,Win,0.1,Favourite,-4,-28
1295,2021.03.24,Houston Rockets,Home,39%,107,2.47,97,Charlotte Hornets,61%,112,1.58,122,219,Lose,-1,NotFav,-10,10
1296,2021.03.24,Chicago Bulls,Home,75%,115,1.34,94,Cleveland Cavaliers,25%,106,3.44,103,197,Lose,-1,Favourite,-21,-3
1297,2021.03.24,Minnesota Timberwolves,Home,35%,110,3.85,108,Dallas Mavericks,65%,116,1.28,128,236,Lose,-1,NotFav,-2,12
1298,2021.03.24,Toronto Raptors,Home,41%,111,2.05,135,Denver Nuggets,59%,115,1.81,111,246,Win,1.05,NotFav,24,-4
1299,2021.03.24,Indiana Pacers,Home,61%,112,1.32,116,Detroit Pistons,39%,108,3.58,111,227,Win,0.32,Favourite,4,3
1300,2021.03.24,San Antonio Spurs,Home,36%,107,3,101,Los Angeles Clippers,64%,113,1.42,134,235,Lose,-1,NotFav,-6,21
1301,2021.03.24,Oklahoma City Thunder,Home,39%,106,3.28,107,Memphis Grizzlies,61%,111,1.36,116,223,Lose,-1,NotFav,1,5
1302,2021.03.24,Orlando Magic,Home,22%,102,4.67,112,Phoenix Suns,78%,112,1.21,111,223,Win,3.67,NotFav,10,-1
1303,2021.03.25,Golden State Warriors,Away,56%,119,2.54,119,Sacramento Kings,44%,116,1.56,141,260,Lose,-1,NotFav,0,25
1304,2021.03.25,Los Angeles Clippers,Away,64%,113,1.83,98,San Antonio Spurs,36%,107,2.01,85,183,Win,0.83,Favourite,-15,-22
1305,2021.03.25,Philadelphia 76ers,Away,44%,108,1.42,109,Los Angeles Lakers,56%,111,3.01,101,210,Win,0.42,Favourite,1,-10
1306,2021.03.25,Portland Trail Blazers,Away,42%,108,1.71,125,Miami Heat,58%,112,2.21,122,247,Win,0.71,Favourite,17,10
1307,2021.03.25,Washington Wizards,Away,36%,107,2.23,102,New York Knicks,64%,112,1.7,106,208,Lose,-1,NotFav,-5,-6
1308,2021.03.25,Sacramento Kings,Home,44%,116,1.56,141,Golden State Warriors,56%,119,2.54,119,260,Win,0.56,Favourite,25,0
1309,2021.03.25,San Antonio Spurs,Home,36%,107,2.01,85,Los Angeles Clippers,64%,113,1.83,98,183,Lose,-1,NotFav,-22,-15
1310,2021.03.25,Los Angeles Lakers,Home,56%,111,3.01,101,Philadelphia 76ers,44%,108,1.42,109,210,Lose,-1,NotFav,-10,1
1311,2021.03.25,Miami Heat,Home,58%,112,2.21,122,Portland Trail Blazers,42%,108,1.71,125,247,Lose,-1,NotFav,10,17
1312,2021.03.25,New York Knicks,Home,64%,112,1.7,106,Washington Wizards,36%,107,2.23,102,208,Win,0.7,Favourite,-6,-5
1313,2021.03.26,Atlanta Hawks,Away,47%,112,1.36,124,Golden State Warriors,53%,114,3.28,108,232,Win,0.36,Favourite,12,-6
1314,2021.03.26,Boston Celtics,Away,33%,112,2.9,122,Milwaukee Bucks,67%,119,1.44,114,236,Win,1.9,NotFav,10,-5
1315,2021.03.26,Brooklyn Nets,Away,62%,118,1.37,113,Detroit Pistons,38%,113,3.22,111,224,Win,0.37,Favourite,-5,-2
1316,2021.03.26,Cleveland Cavaliers,Away,13%,99,2.52,86,Los Angeles Lakers,87%,112,1.56,100,186,Lose,-1,NotFav,-13,-12
1317,2021.03.26,Denver Nuggets,Away,60%,118,1.72,113,New Orleans Pelicans,40%,113,2.18,108,221,Win,0.72,Favourite,-5,-5
1318,2021.03.26,Houston Rockets,Away,45%,109,2.49,101,Minnesota Timberwolves,55%,112,1.57,107,208,Lose,-1,NotFav,-8,-5
1319,2021.03.26,Indiana Pacers,Away,45%,112,1.83,109,Dallas Mavericks,55%,115,2.03,94,203,Win,0.83,Favourite,-3,-21
1320,2021.03.26,Memphis Grizzlies,Away,25%,107,5.16,114,Utah Jazz,75%,116,1.18,117,231,Lose,-1,NotFav,7,1
1321,2021.03.26,Miami Heat,Away,53%,109,1.81,105,Charlotte Hornets,47%,107,2.07,110,215,Lose,-1,Favourite,-4,3
1322,2021.03.26,Phoenix Suns,Away,59%,112,1.63,104,Toronto Raptors,41%,108,2.38,100,204,Win,0.63,Favourite,-8,-8
1323,2021.03.26,Portland Trail Blazers,Away,63%,114,1.2,112,Orlando Magic,37%,109,4.79,105,217,Win,0.2,Favourite,-2,-4
1324,2021.03.26,Golden State Warriors,Home,53%,114,3.28,108,Atlanta Hawks,47%,112,1.36,124,232,Lose,-1,NotFav,-6,12
1325,2021.03.26,Milwaukee Bucks,Home,67%,119,1.44,114,Boston Celtics,33%,112,2.9,122,236,Lose,-1,Favourite,-5,10
1326,2021.03.26,Detroit Pistons,Home,38%,113,3.22,111,Brooklyn Nets,62%,118,1.37,113,224,Lose,-1,NotFav,-2,-5
1327,2021.03.26,Los Angeles Lakers,Home,87%,112,1.56,100,Cleveland Cavaliers,13%,99,2.52,86,186,Win,0.56,Favourite,-12,-13
1328,2021.03.26,New Orleans Pelicans,Home,40%,113,2.18,108,Denver Nuggets,60%,118,1.72,113,221,Lose,-1,NotFav,-5,-5
1329,2021.03.26,Minnesota Timberwolves,Home,55%,112,1.57,107,Houston Rockets,45%,109,2.49,101,208,Win,0.57,Favourite,-5,-8
1330,2021.03.26,Dallas Mavericks,Home,55%,115,2.03,94,Indiana Pacers,45%,112,1.83,109,203,Lose,-1,NotFav,-21,-3
1331,2021.03.26,Utah Jazz,Home,75%,116,1.18,117,Memphis Grizzlies,25%,107,5.16,114,231,Win,0.18,Favourite,1,7
1332,2021.03.26,Charlotte Hornets,Home,47%,107,2.07,110,Miami Heat,53%,109,1.81,105,215,Win,1.07,NotFav,3,-4
1333,2021.03.26,Toronto Raptors,Home,41%,108,2.38,100,Phoenix Suns,59%,112,1.63,104,204,Lose,-1,NotFav,-8,-8
1334,2021.03.26,Orlando Magic,Home,37%,109,4.79,105,Portland Trail Blazers,63%,114,1.2,112,217,Lose,-1,NotFav,-4,-2
1335,2021.03.27,Boston Celtics,Away,64%,111,1.39,111,Oklahoma City Thunder,36%,106,3.16,94,205,Win,0.39,Favourite,0,-12
1336,2021.03.27,Chicago Bulls,Away,47%,112,2,104,San Antonio Spurs,53%,114,1.85,120,224,Lose,-1,NotFav,-8,6
1337,2021.03.27,Cleveland Cavaliers,Away,34%,110,4.24,98,Sacramento Kings,66%,116,1.25,100,198,Lose,-1,NotFav,-12,-16
1338,2021.03.27,Dallas Mavericks,Away,47%,114,2.82,103,New Orleans Pelicans,53%,116,1.46,112,215,Lose,-1,NotFav,-11,-4
1339,2021.03.27,Detroit Pistons,Away,51%,115,2.86,92,Washington Wizards,49%,114,1.45,106,198,Lose,-1,NotFav,-23,-8
1340,2021.03.27,Houston Rockets,Away,45%,109,2.6,129,Minnesota Timberwolves,55%,112,1.53,107,236,Win,1.6,NotFav,20,-5
1341,2021.03.27,Memphis Grizzlies,Away,25%,107,4.31,110,Utah Jazz,75%,116,1.24,126,236,Lose,-1,NotFav,3,10
1342,2021.03.27,New York Knicks,Away,25%,105,1.74,102,Milwaukee Bucks,75%,113,2.15,96,198,Win,0.74,Favourite,-3,-17
1343,2021.03.27,Philadelphia 76ers,Away,41%,109,2.78,112,Los Angeles Clippers,59%,113,1.48,122,234,Lose,-1,NotFav,3,9
1344,2021.03.27,Oklahoma City Thunder,Home,36%,106,3.16,94,Boston Celtics,64%,111,1.39,111,205,Lose,-1,NotFav,-12,0
1345,2021.03.27,San Antonio Spurs,Home,53%,114,1.85,120,Chicago Bulls,47%,112,2,104,224,Win,0.85,Favourite,6,-8
1346,2021.03.27,Sacramento Kings,Home,66%,116,1.25,100,Cleveland Cavaliers,34%,110,4.24,98,198,Win,0.25,Favourite,-16,-12
1347,2021.03.27,New Orleans Pelicans,Home,53%,116,1.46,112,Dallas Mavericks,47%,114,2.82,103,215,Win,0.46,Favourite,-4,-11
1348,2021.03.27,Washington Wizards,Home,49%,114,1.45,106,Detroit Pistons,51%,115,2.86,92,198,Win,0.45,Favourite,-8,-23
1349,2021.03.27,Minnesota Timberwolves,Home,55%,112,1.53,107,Houston Rockets,45%,109,2.6,129,236,Lose,-1,Favourite,-5,20
1350,2021.03.27,Utah Jazz,Home,75%,116,1.24,126,Memphis Grizzlies,25%,107,4.31,110,236,Win,0.24,Favourite,10,3
1351,2021.03.27,Milwaukee Bucks,Home,75%,113,2.15,96,New York Knicks,25%,105,1.74,102,198,Lose,-1,NotFav,-17,-3
1352,2021.03.27,Los Angeles Clippers,Home,59%,113,1.48,122,Philadelphia 76ers,41%,109,2.78,112,234,Win,0.48,Favourite,9,3
1353,2021.03.28,Atlanta Hawks,Away,34%,110,2.66,102,Denver Nuggets,66%,116,1.51,126,228,Lose,-1,NotFav,-8,10
1354,2021.03.28,Orlando Magic,Away,15%,100,3.33,93,Los Angeles Lakers,85%,112,1.35,96,189,Lose,-1,NotFav,-7,-16
1355,2021.03.28,Phoenix Suns,Away,65%,113,1.4,101,Charlotte Hornets,35%,107,3.11,97,198,Win,0.4,Favourite,-12,-10
1356,2021.03.28,Portland Trail Blazers,Away,43%,113,1.73,122,Toronto Raptors,57%,116,2.17,117,239,Win,0.73,Favourite,9,1
1357,2021.03.28,Denver Nuggets,Home,66%,116,1.51,126,Atlanta Hawks,34%,110,2.66,102,228,Win,0.51,Favourite,10,-8
1358,2021.03.28,Los Angeles Lakers,Home,85%,112,1.35,96,Orlando Magic,15%,100,3.33,93,189,Win,0.35,Favourite,-16,-7
1359,2021.03.28,Charlotte Hornets,Home,35%,107,3.11,97,Phoenix Suns,65%,113,1.4,101,198,Lose,-1,NotFav,-10,-12
1360,2021.03.28,Toronto Raptors,Home,57%,116,2.17,117,Portland Trail Blazers,43%,113,1.73,122,239,Lose,-1,NotFav,1,9
1361,2021.03.29,Chicago Bulls,Away,45%,113,2.05,102,Golden State Warriors,55%,116,1.82,116,218,Lose,-1,NotFav,-11,0
1362,2021.03.29,Cleveland Cavaliers,Away,9%,100,12.14,75,Utah Jazz,91%,117,1.05,114,189,Lose,-1,NotFav,-25,-3
1363,2021.03.29,Dallas Mavericks,Away,64%,112,1.14,127,Oklahoma City Thunder,36%,107,6.09,106,233,Win,0.14,Favourite,15,-1
1364,2021.03.29,Indiana Pacers,Away,58%,118,1.34,124,Washington Wizards,42%,114,3.4,132,256,Lose,-1,Favourite,6,18
1365,2021.03.29,Memphis Grizzlies,Away,67%,114,1.28,120,Houston Rockets,33%,107,3.85,110,230,Win,0.28,Favourite,6,3
1366,2021.03.29,Miami Heat,Away,48%,100,1.64,98,New York Knicks,52%,101,2.34,88,186,Win,0.64,Favourite,-2,-13
1367,2021.03.29,Milwaukee Bucks,Away,43%,115,1.87,105,Los Angeles Clippers,57%,118,2,129,234,Lose,-1,Favourite,-10,11
1368,2021.03.29,Minnesota Timberwolves,Away,20%,113,5.6,107,Brooklyn Nets,80%,125,1.16,112,219,Lose,-1,NotFav,-6,-13
1369,2021.03.29,New Orleans Pelicans,Away,41%,112,2.24,115,Boston Celtics,59%,116,1.69,109,224,Win,1.24,NotFav,3,-7
1370,2021.03.29,Sacramento Kings,Away,40%,112,2.17,132,San Antonio Spurs,60%,116,1.74,115,247,Win,1.17,NotFav,20,-1
1371,2021.03.29,Toronto Raptors,Away,52%,109,1.47,104,Detroit Pistons,48%,107,2.78,118,222,Lose,-1,Favourite,-5,11
1372,2021.03.29,Golden State Warriors,Home,55%,116,1.82,116,Chicago Bulls,45%,113,2.05,102,218,Win,0.82,Favourite,0,-11
1373,2021.03.29,Utah Jazz,Home,91%,117,1.05,114,Cleveland Cavaliers,9%,100,12.14,75,189,Win,0.05,Favourite,-3,-25
1374,2021.03.29,Oklahoma City Thunder,Home,36%,107,6.09,106,Dallas Mavericks,64%,112,1.14,127,233,Lose,-1,NotFav,-1,15
1375,2021.03.29,Washington Wizards,Home,42%,114,3.4,132,Indiana Pacers,58%,118,1.34,124,256,Win,2.4,NotFav,18,6
1376,2021.03.29,Houston Rockets,Home,33%,107,3.85,110,Memphis Grizzlies,67%,114,1.28,120,230,Lose,-1,NotFav,3,6
1377,2021.03.29,New York Knicks,Home,52%,101,2.34,88,Miami Heat,48%,100,1.64,98,186,Lose,-1,NotFav,-13,-2
1378,2021.03.29,Los Angeles Clippers,Home,57%,118,2,129,Milwaukee Bucks,43%,115,1.87,105,234,Win,1,NotFav,11,-10
1379,2021.03.29,Brooklyn Nets,Home,80%,125,1.16,112,Minnesota Timberwolves,20%,113,5.6,107,219,Win,0.16,Favourite,-13,-6
1380,2021.03.29,Boston Celtics,Home,59%,116,1.69,109,New Orleans Pelicans,41%,112,2.24,115,224,Lose,-1,Favourite,-7,3
1381,2021.03.29,San Antonio Spurs,Home,60%,116,1.74,115,Sacramento Kings,40%,112,2.17,132,247,Lose,-1,Favourite,-1,20
1382,2021.03.29,Detroit Pistons,Home,48%,107,2.78,118,Toronto Raptors,52%,109,1.47,104,222,Win,1.78,NotFav,11,-5
1383,2021.03.30,Atlanta Hawks,Away,32%,107,2.92,110,Phoenix Suns,68%,114,1.44,117,227,Lose,-1,NotFav,3,3
1384,2021.03.30,Charlotte Hornets,Away,55%,118,1.54,114,Washington Wizards,45%,115,2.59,104,218,Win,0.54,Favourite,-4,-11
1385,2021.03.30,Orlando Magic,Away,13%,100,6.07,103,Los Angeles Clippers,87%,114,1.15,96,199,Win,5.07,NotFav,3,-18
1386,2021.03.30,Philadelphia 76ers,Away,46%,112,2.81,95,Denver Nuggets,54%,114,1.47,104,199,Lose,-1,NotFav,-17,-10
1387,2021.03.30,Phoenix Suns,Home,68%,114,1.44,117,Atlanta Hawks,32%,107,2.92,110,227,Win,0.44,Favourite,3,3
1388,2021.03.30,Washington Wizards,Home,45%,115,2.59,104,Charlotte Hornets,55%,118,1.54,114,218,Lose,-1,NotFav,-11,-4
1389,2021.03.30,Los Angeles Clippers,Home,87%,114,1.15,96,Orlando Magic,13%,100,6.07,103,199,Lose,-1,Favourite,-18,3
1390,2021.03.30,Denver Nuggets,Home,54%,114,1.47,104,Philadelphia 76ers,46%,112,2.81,95,199,Win,0.47,Favourite,-10,-17
1391,2021.03.31,Chicago Bulls,Away,28%,107,3.81,116,Phoenix Suns,72%,115,1.29,121,237,Lose,-1,NotFav,9,6
1392,2021.03.31,Dallas Mavericks,Away,42%,109,1.96,113,Boston Celtics,58%,112,1.9,108,221,Win,0.96,NotFav,4,-4
1393,2021.03.31,Houston Rockets,Away,21%,110,7.89,108,Brooklyn Nets,79%,121,1.1,120,228,Lose,-1,NotFav,-2,-1
1394,2021.03.31,Miami Heat,Away,46%,107,1.85,92,Indiana Pacers,54%,109,2.01,87,179,Win,0.85,Favourite,-15,-22
1395,2021.03.31,Milwaukee Bucks,Away,52%,113,1.28,112,Los Angeles Lakers,48%,112,3.9,97,209,Win,0.28,Favourite,-1,-15
1396,2021.03.31,New York Knicks,Away,67%,109,1.66,101,Minnesota Timberwolves,33%,103,2.3,102,203,Lose,-1,Favourite,-8,-1
1397,2021.03.31,Portland Trail Blazers,Away,50%,113,1.3,124,Detroit Pistons,50%,112,3.7,101,225,Win,0.3,Favourite,11,-11
1398,2021.03.31,Sacramento Kings,Away,40%,112,2.2,106,San Antonio Spurs,60%,116,1.71,120,226,Lose,-1,NotFav,-6,4
1399,2021.03.31,Toronto Raptors,Away,60%,112,1.32,103,Oklahoma City Thunder,40%,108,3.54,113,216,Lose,-1,Favourite,-9,5
1400,2021.03.31,Utah Jazz,Away,68%,116,1.43,111,Memphis Grizzlies,32%,109,2.94,107,218,Win,0.43,Favourite,-5,-2
1401,2021.03.31,Phoenix Suns,Home,72%,115,1.29,121,Chicago Bulls,28%,107,3.81,116,237,Win,0.29,Favourite,6,9
1402,2021.03.31,Boston Celtics,Home,58%,112,1.9,108,Dallas Mavericks,42%,109,1.96,113,221,Lose,-1,Favourite,-4,4
1403,2021.03.31,Brooklyn Nets,Home,79%,121,1.1,120,Houston Rockets,21%,110,7.89,108,228,Win,0.1,Favourite,-1,-2
1404,2021.03.31,Indiana Pacers,Home,54%,109,2.01,87,Miami Heat,46%,107,1.85,92,179,Lose,-1,NotFav,-22,-15
1405,2021.03.31,Los Angeles Lakers,Home,48%,112,3.9,97,Milwaukee Bucks,52%,113,1.28,112,209,Lose,-1,NotFav,-15,-1
1406,2021.03.31,Minnesota Timberwolves,Home,33%,103,2.3,102,New York Knicks,67%,109,1.66,101,203,Win,1.3,NotFav,-1,-8
1407,2021.03.31,Detroit Pistons,Home,50%,112,3.7,101,Portland Trail Blazers,50%,113,1.3,124,225,Lose,-1,NotFav,-11,11
1408,2021.03.31,San Antonio Spurs,Home,60%,116,1.71,120,Sacramento Kings,40%,112,2.2,106,226,Win,0.71,Favourite,4,-6
1409,2021.03.31,Oklahoma City Thunder,Home,40%,108,3.54,113,Toronto Raptors,60%,112,1.32,103,216,Win,2.54,NotFav,5,-9
1410,2021.03.31,Memphis Grizzlies,Home,32%,109,2.94,107,Utah Jazz,68%,116,1.43,111,218,Lose,-1,NotFav,-2,-5
1411,2021.04.01,Atlanta Hawks,Away,51%,112,1.99,134,San Antonio Spurs,49%,111,1.86,129,263,Win,0.99,NotFav,22,18
1412,2021.04.01,Charlotte Hornets,Away,34%,114,2.23,89,Brooklyn Nets,66%,120,1.7,111,200,Lose,-1,NotFav,-25,-9
1413,2021.04.01,Denver Nuggets,Away,40%,111,2.1,101,Los Angeles Clippers,60%,115,1.79,94,195,Win,1.1,NotFav,-10,-21
1414,2021.04.01,Golden State Warriors,Away,42%,107,2.24,109,Miami Heat,58%,111,1.69,116,225,Lose,-1,NotFav,2,5
1415,2021.04.01,Orlando Magic,Away,26%,107,2.77,115,New Orleans Pelicans,74%,115,1.47,110,225,Win,1.77,NotFav,8,-5
1416,2021.04.01,Philadelphia 76ers,Away,79%,112,1.21,114,Cleveland Cavaliers,21%,102,4.69,94,208,Win,0.21,Favourite,2,-8
1417,2021.04.01,Washington Wizards,Away,40%,111,1.9,91,Detroit Pistons,60%,115,1.95,120,211,Lose,-1,Favourite,-20,5
1418,2021.04.01,San Antonio Spurs,Home,49%,111,1.86,129,Atlanta Hawks,51%,112,1.99,134,263,Lose,-1,Favourite,18,22
1419,2021.04.01,Brooklyn Nets,Home,66%,120,1.7,111,Charlotte Hornets,34%,114,2.23,89,200,Win,0.7,Favourite,-9,-25
1420,2021.04.01,Los Angeles Clippers,Home,60%,115,1.79,94,Denver Nuggets,40%,111,2.1,101,195,Lose,-1,Favourite,-21,-10
1421,2021.04.01,Miami Heat,Home,58%,111,1.69,116,Golden State Warriors,42%,107,2.24,109,225,Win,0.69,Favourite,5,2
1422,2021.04.01,New Orleans Pelicans,Home,74%,115,1.47,110,Orlando Magic,26%,107,2.77,115,225,Lose,-1,Favourite,-5,8
1423,2021.04.01,Cleveland Cavaliers,Home,21%,102,4.69,94,Philadelphia 76ers,79%,112,1.21,114,208,Lose,-1,NotFav,-8,2
1424,2021.04.01,Detroit Pistons,Home,60%,115,1.95,120,Washington Wizards,40%,111,1.9,91,211,Win,0.95,NotFav,5,-20
1425,2021.04.02,Atlanta Hawks,Away,46%,114,1.83,126,New Orleans Pelicans,54%,116,2.03,103,229,Win,0.83,Favourite,12,-13
1426,2021.04.02,Charlotte Hornets,Away,43%,112,2.69,114,Indiana Pacers,57%,115,1.51,97,211,Win,1.69,NotFav,2,-18
1427,2021.04.02,Chicago Bulls,Away,21%,108,6.28,106,Utah Jazz,79%,118,1.14,113,219,Lose,-1,NotFav,-2,-5
1428,2021.04.02,Dallas Mavericks,Away,51%,105,1.48,99,New York Knicks,49%,104,2.78,86,185,Win,0.48,Favourite,-6,-18
1429,2021.04.02,Golden State Warriors,Away,43%,112,2.7,77,Toronto Raptors,57%,115,1.51,130,207,Lose,-1,NotFav,-35,15
1430,2021.04.02,Houston Rockets,Away,22%,105,6.35,102,Boston Celtics,78%,115,1.14,118,220,Lose,-1,NotFav,-3,3
1431,2021.04.02,Los Angeles Lakers,Away,65%,115,2.59,115,Sacramento Kings,35%,109,1.54,94,209,Win,1.59,NotFav,0,-15
1432,2021.04.02,Milwaukee Bucks,Away,64%,122,1.66,127,Portland Trail Blazers,36%,116,2.31,109,236,Win,0.66,Favourite,5,-7
1433,2021.04.02,Minnesota Timberwolves,Away,25%,108,3.29,108,Memphis Grizzlies,75%,117,1.36,120,228,Lose,-1,NotFav,0,3
1434,2021.04.02,Oklahoma City Thunder,Away,19%,102,8.54,103,Phoenix Suns,81%,113,1.09,140,243,Lose,-1,NotFav,1,27
1435,2021.04.02,New Orleans Pelicans,Home,54%,116,2.03,103,Atlanta Hawks,46%,114,1.83,126,229,Lose,-1,NotFav,-13,12
1436,2021.04.02,Indiana Pacers,Home,57%,115,1.51,97,Charlotte Hornets,43%,112,2.69,114,211,Lose,-1,Favourite,-18,2
1437,2021.04.02,Utah Jazz,Home,79%,118,1.14,113,Chicago Bulls,21%,108,6.28,106,219,Win,0.14,Favourite,-5,-2
1438,2021.04.02,New York Knicks,Home,49%,104,2.78,86,Dallas Mavericks,51%,105,1.48,99,185,Lose,-1,NotFav,-18,-6
1439,2021.04.02,Toronto Raptors,Home,57%,115,1.51,130,Golden State Warriors,43%,112,2.7,77,207,Win,0.51,Favourite,15,-35
1440,2021.04.02,Boston Celtics,Home,78%,115,1.14,118,Houston Rockets,22%,105,6.35,102,220,Win,0.14,Favourite,3,-3
1441,2021.04.02,Sacramento Kings,Home,35%,109,1.54,94,Los Angeles Lakers,65%,115,2.59,115,209,Lose,-1,Favourite,-15,0
1442,2021.04.02,Portland Trail Blazers,Home,36%,116,2.31,109,Milwaukee Bucks,64%,122,1.66,127,236,Lose,-1,NotFav,-7,5
1443,2021.04.02,Memphis Grizzlies,Home,75%,117,1.36,120,Minnesota Timberwolves,25%,108,3.29,108,228,Win,0.36,Favourite,3,0
1444,2021.04.02,Phoenix Suns,Home,81%,113,1.09,140,Oklahoma City Thunder,19%,102,8.54,103,243,Win,0.09,Favourite,27,1
1445,2021.04.03,Cleveland Cavaliers,Away,23%,98,7.09,101,Miami Heat,77%,107,1.11,115,216,Lose,-1,NotFav,3,8
1446,2021.04.03,Dallas Mavericks,Away,61%,118,1.43,109,Washington Wizards,39%,113,2.94,87,196,Win,0.43,Favourite,-9,-26
1447,2021.04.03,Indiana Pacers,Away,49%,111,3.32,139,San Antonio Spurs,51%,112,1.36,133,272,Win,2.32,NotFav,28,21
1448,2021.04.03,Milwaukee Bucks,Away,69%,125,1.67,129,Sacramento Kings,31%,117,2.3,128,257,Win,0.67,Favourite,4,11
1449,2021.04.03,Minnesota Timberwolves,Away,16%,107,8.19,113,Philadelphia 76ers,84%,120,1.09,122,235,Lose,-1,NotFav,6,2
1450,2021.04.03,New York Knicks,Away,51%,103,1.75,125,Detroit Pistons,49%,102,2.15,81,206,Win,0.75,Favourite,22,-21
1451,2021.04.03,Oklahoma City Thunder,Away,36%,109,7.18,85,Portland Trail Blazers,64%,115,1.11,133,218,Lose,-1,NotFav,-24,18
1452,2021.04.03,Orlando Magic,Away,11%,100,10.06,91,Utah Jazz,89%,116,1.07,137,228,Lose,-1,NotFav,-9,21
